total_calendar_time,num_rework_cycles,prop_defects_caught_early,num_late_defects,handover_delay,condition,seed
161.2139923614235,1,1.0,0,0.0,plaintext,140053688
132.94615871985437,2,0.5,1,0.0,plaintext,550759884
141.0016276642227,0,0.0,0,4.294018661192998,plaintext,464698867
122.68030870221477,1,1.0,0,0.0,plaintext,441621359
131.27505824818152,0,0.0,0,0.0,plaintext,225454055
96.73849431792965,0,0.0,0,0.0,plaintext,476745618
120.58739863535044,1,0.0,1,0.0,plaintext,900195610
118.71273557467357,0,0.0,0,4.125933662247785,plaintext,247469451
122.01512800026154,1,1.0,0,0.0,plaintext,322802783
132.885331755967,0,0.0,0,4.112148089713216,plaintext,657150516
123.18021499544349,1,0.0,1,0.0,plaintext,3466660
107.71388264292752,2,0.5,1,0.0,plaintext,713143839
105.90059323238859,1,1.0,0,0.0,plaintext,753426832
105.78893452847566,0,0.0,0,3.620106449634272,plaintext,864688366
145.22389422430822,1,1.0,0,0.0,plaintext,968779801
151.21956349510364,1,0.0,1,4.001470157031411,plaintext,43234328
121.33405565133191,1,1.0,0,0.0,plaintext,955298279
93.64485330354859,1,0.0,1,0.0,plaintext,931074390
127.45546296123612,0,0.0,0,0.0,plaintext,353795053
121.92025263815889,0,0.0,0,0.0,plaintext,637419582
106.95970462162234,0,0.0,0,0.0,plaintext,968555725
98.795407119114,0,0.0,0,0.0,plaintext,399988575
131.9022266343654,0,0.0,0,0.0,plaintext,948681580
107.86953639014915,1,1.0,0,0.0,plaintext,140268489
100.25598899699416,0,0.0,0,0.0,plaintext,277117881
137.15240869392414,1,0.0,1,0.0,plaintext,386791428
145.19596992681394,0,0.0,0,0.0,plaintext,957699356
143.4091217449433,0,0.0,0,4.565756121146019,plaintext,315171877
125.09194153428679,0,0.0,0,0.0,plaintext,648189767
107.0028833071975,1,0.0,1,0.0,plaintext,611157066
102.29651580657726,0,0.0,0,0.0,plaintext,205698925
138.19906425768727,0,0.0,0,0.0,plaintext,557915633
109.37667913602714,0,0.0,0,0.0,plaintext,548336761
141.36507986288268,1,0.0,1,0.0,plaintext,109748149
103.77566434500514,0,0.0,0,0.0,plaintext,480228992
102.49611283874133,2,0.5,1,0.0,plaintext,683854130
101.9944068697787,0,0.0,0,0.0,plaintext,837964783
116.10678390801333,2,0.5,1,0.0,plaintext,640146347
106.60130538977573,1,0.0,1,0.0,plaintext,657825303
137.796725770643,0,0.0,0,0.0,plaintext,159493643
112.72884818020653,2,0.5,1,0.0,plaintext,60369121
102.54495498492065,0,0.0,0,0.0,plaintext,921794951
99.64285494142274,0,0.0,0,0.0,plaintext,84547213
130.04580668648268,1,1.0,0,0.0,plaintext,987842919
98.28925928746342,1,1.0,0,0.0,plaintext,167397614
101.97730656171132,1,1.0,0,0.0,plaintext,470159950
76.11945325005627,0,0.0,0,0.0,plaintext,825196115
79.16579072211452,1,0.0,1,0.0,plaintext,369291339
96.416601686984,1,1.0,0,0.0,plaintext,988977319
128.75407151889,0,0.0,0,0.0,plaintext,74516613
94.09824983817143,0,0.0,0,0.0,plaintext,411567092
122.58310331277963,2,1.0,0,0.0,plaintext,626424573
114.90691054683141,1,0.0,1,0.0,plaintext,988861378
123.48005574750077,0,0.0,0,3.531039006509009,plaintext,553623579
77.3426779080186,0,0.0,0,3.742090804505765,plaintext,854626603
96.16796313861785,0,0.0,0,0.0,plaintext,122605031
90.77934096712418,0,0.0,0,0.0,plaintext,158086134
114.34771631489218,1,0.0,1,0.0,plaintext,298110392
99.16833839189101,0,0.0,0,0.0,plaintext,746742467
124.94106269592476,0,0.0,0,0.0,plaintext,203717161
142.49983894328165,0,0.0,0,0.0,plaintext,604399621
119.8580919612845,1,1.0,0,0.0,plaintext,808752209
117.36858641902255,0,0.0,0,0.0,plaintext,553208283
103.40692736596384,0,0.0,0,0.0,plaintext,896846352
126.13234897296607,0,0.0,0,0.0,plaintext,661093266
95.12858946227044,0,0.0,0,0.0,plaintext,52659496
110.49553216192604,2,0.0,2,0.0,plaintext,981451390
126.69304881827561,1,1.0,0,0.0,plaintext,724822299
103.72005549886538,0,0.0,0,4.76652877182306,plaintext,190580314
104.65642576847522,0,0.0,0,0.0,plaintext,795342251
150.18523670557423,0,0.0,0,8.753862323138305,plaintext,944534980
108.26231108221691,0,0.0,0,3.867107242486505,plaintext,797241861
117.29816011709666,1,0.0,1,4.016920951274106,plaintext,339854244
95.28409213490144,0,0.0,0,0.0,plaintext,906042803
114.97373937550779,1,0.0,1,3.2795645617116094,plaintext,773984328
79.41317671361469,0,0.0,0,0.0,plaintext,588259232
119.92576460724736,0,0.0,0,0.0,plaintext,279760348
100.32356155185369,1,0.0,1,0.0,plaintext,181252857
90.17746620599782,0,0.0,0,0.0,plaintext,247430302
111.98131516488036,1,0.0,1,0.0,plaintext,143888555
112.2526156433671,0,0.0,0,4.299709546159125,plaintext,61985388
103.1595030642286,2,0.5,1,0.0,plaintext,621891053
158.8974001597753,1,1.0,0,0.0,plaintext,677652332
114.79171306534361,0,0.0,0,0.0,plaintext,381178258
112.58171104645922,0,0.0,0,0.0,plaintext,365061068
122.00391494322304,1,0.0,1,0.0,plaintext,84620979
165.6764772981404,2,0.5,1,3.5756812096187844,plaintext,429556386
114.12906777669939,0,0.0,0,0.0,plaintext,492987490
170.9588144879531,1,1.0,0,0.0,plaintext,990180915
121.7525392588271,0,0.0,0,4.399612954752233,plaintext,11080979
103.16399613604385,1,0.0,1,0.0,plaintext,315287187
107.6106987112276,0,0.0,0,0.0,plaintext,920734944
109.16659864820772,0,0.0,0,0.0,plaintext,823697066
123.58476335012281,1,0.0,1,3.2179748047924788,plaintext,564635353
116.99808647655102,2,0.5,1,0.0,plaintext,552588324
74.568681874376,0,0.0,0,0.0,plaintext,492032974
115.07509183255763,0,0.0,0,0.0,plaintext,125046661
113.49467275407784,1,1.0,0,0.0,plaintext,413585061
123.20419252719168,1,0.0,1,0.0,plaintext,246982878
114.8787616231791,0,0.0,0,0.0,plaintext,23560128
100.83948456637344,0,0.0,0,0.0,plaintext,103560791
108.92152784009016,0,0.0,0,4.730644591148724,plaintext,133777304
163.42381478867426,4,0.75,1,0.0,plaintext,239803132
116.14569268306761,0,0.0,0,0.0,plaintext,889168960
100.78040346510231,0,0.0,0,0.0,plaintext,875222155
154.3678696032997,1,0.0,1,0.0,plaintext,661416043
129.7897224019797,1,1.0,0,0.0,plaintext,809007981
93.08396443814894,1,0.0,1,0.0,plaintext,576615947
118.91775001370905,2,0.0,2,4.184244918219298,plaintext,67141744
104.41535621035197,1,0.0,1,0.0,plaintext,267830868
86.21520353201352,0,0.0,0,0.0,plaintext,329354583
122.98881372487261,0,0.0,0,0.0,plaintext,654643125
119.59628950739352,0,0.0,0,0.0,plaintext,367516382
108.38594182905814,0,0.0,0,0.0,plaintext,646464213
107.82580673145237,0,0.0,0,0.0,plaintext,868793061
127.41892909262,0,0.0,0,0.0,plaintext,602526428
147.35893983701104,2,1.0,0,0.0,plaintext,665034469
95.1616289488506,0,0.0,0,0.0,plaintext,8963074
98.88722407021754,2,0.5,1,0.0,plaintext,228654514
98.32089767862558,0,0.0,0,0.0,plaintext,296219344
98.30469114645956,0,0.0,0,0.0,plaintext,212680934
110.39001989442016,1,0.0,1,0.0,plaintext,450153794
124.12832966666276,3,0.3333333333333333,2,0.0,plaintext,731560432
122.75113541664079,2,0.0,2,4.477320702348189,plaintext,332541035
154.53707733335466,0,0.0,0,0.0,plaintext,561782318
90.14432385513777,0,0.0,0,0.0,plaintext,638929199
93.5747638633913,1,0.0,1,0.0,plaintext,358097744
101.4662307342327,0,0.0,0,4.211036682048677,plaintext,630040334
118.14571468457149,0,0.0,0,0.0,plaintext,807143625
93.96889943371616,1,0.0,1,0.0,plaintext,297224873
137.38403886147194,1,0.0,1,0.0,plaintext,460285103
109.3415595396389,1,1.0,0,0.0,plaintext,679670762
91.69037069528794,0,0.0,0,0.0,plaintext,515412273
125.19468498672725,0,0.0,0,0.0,plaintext,180906942
123.4540385573979,1,1.0,0,0.0,plaintext,671392392
89.13093053603342,0,0.0,0,0.0,plaintext,318050639
121.97941189930818,0,0.0,0,0.0,plaintext,259581607
113.46236385076747,1,1.0,0,0.0,plaintext,723374196
147.73917883970913,3,0.3333333333333333,2,0.0,plaintext,557031636
117.5755247889385,1,1.0,0,0.0,plaintext,95667874
117.43811304620723,1,1.0,0,0.0,plaintext,64720926
85.55053114592222,1,0.0,1,0.0,plaintext,745654027
107.5895136180396,0,0.0,0,4.395262521794453,plaintext,243772690
118.65870755253461,3,0.6666666666666666,1,0.0,plaintext,783197421
130.2588386782662,1,1.0,0,0.0,plaintext,674165167
101.2185062357908,0,0.0,0,0.0,plaintext,588172484
105.63131636835354,1,1.0,0,3.8954205555112633,plaintext,963888210
100.88781804348027,1,1.0,0,0.0,plaintext,547426594
91.34440826022964,0,0.0,0,0.0,plaintext,36225404
111.5043334367986,1,1.0,0,3.5063262583801893,plaintext,548757147
116.5808580925187,0,0.0,0,0.0,plaintext,869809765
138.18385757404036,1,1.0,0,0.0,plaintext,527353718
146.10266182514596,1,1.0,0,4.406523008591885,plaintext,516209163
94.3088786075822,1,1.0,0,0.0,plaintext,354762101
117.53296295471682,1,0.0,1,0.0,plaintext,943477831
135.6113428959511,0,0.0,0,0.0,plaintext,614851516
124.51141995303915,1,1.0,0,0.0,plaintext,76963994
103.7314124683364,0,0.0,0,0.0,plaintext,588801070
112.7970666387284,0,0.0,0,0.0,plaintext,400418832
89.98725875288517,0,0.0,0,0.0,plaintext,191600381
107.05400066748038,0,0.0,0,0.0,plaintext,899314878
118.95514997567435,0,0.0,0,0.0,plaintext,99424054
100.02045828030165,0,0.0,0,0.0,plaintext,529740291
95.24085008841465,0,0.0,0,0.0,plaintext,392816622
123.67104437487579,0,0.0,0,0.0,plaintext,5204225
96.0256444624816,0,0.0,0,0.0,plaintext,319959546
117.08058350705949,2,0.5,1,0.0,plaintext,135935332
108.5948252499834,0,0.0,0,0.0,plaintext,506449153
113.05516876297074,1,1.0,0,0.0,plaintext,844586004
118.41300505571897,1,1.0,0,0.0,plaintext,215050173
112.01364672440884,0,0.0,0,0.0,plaintext,349081854
122.99926977087449,0,0.0,0,3.742590903892078,plaintext,327174267
116.34574968351326,0,0.0,0,0.0,plaintext,233209244
113.41544974359921,1,1.0,0,0.0,plaintext,618328429
111.19379140100054,0,0.0,0,3.2019946461071314,plaintext,688877828
105.71198436388198,0,0.0,0,0.0,plaintext,407864819
122.59589694777128,1,0.0,1,0.0,plaintext,445411943
117.28625929396048,1,0.0,1,0.0,plaintext,942464850
108.69170421784641,1,0.0,1,0.0,plaintext,861518592
85.07793136282596,0,0.0,0,0.0,plaintext,170556779
104.13294400050889,0,0.0,0,0.0,plaintext,387954189
117.35036074825567,0,0.0,0,0.0,plaintext,494559514
104.13487395957111,1,1.0,0,0.0,plaintext,351579420
112.7217599891963,0,0.0,0,0.0,plaintext,555693044
94.99982144507639,2,1.0,0,0.0,plaintext,22149844
95.22134570477961,1,0.0,1,3.9502520398946652,plaintext,689601167
110.76800903367445,0,0.0,0,0.0,plaintext,555882149
131.04344353063453,0,0.0,0,0.0,plaintext,958418814
120.70058148317872,2,1.0,0,0.0,plaintext,61422276
90.33885501998796,0,0.0,0,0.0,plaintext,942498154
101.02949826138611,1,0.0,1,0.0,plaintext,6651637
114.38092177364136,0,0.0,0,0.0,plaintext,200573595
117.92890030756526,0,0.0,0,0.0,plaintext,674111385
99.24741832307772,0,0.0,0,0.0,plaintext,456762781
135.29177603169921,1,1.0,0,0.0,plaintext,809634159
100.42211885707181,2,0.0,2,0.0,plaintext,94327946
108.74951642461293,0,0.0,0,0.0,plaintext,537282363
109.89606096910612,0,0.0,0,0.0,plaintext,453075192
95.25713623644901,1,1.0,0,0.0,plaintext,685731202
116.10507900888186,2,0.5,1,0.0,plaintext,685601480
144.48209591769643,2,1.0,0,0.0,plaintext,514915188
85.4325854233561,0,0.0,0,3.4597032186172334,plaintext,303876278
133.5996672192293,1,0.0,1,0.0,plaintext,803758286
115.78655267024605,1,0.0,1,0.0,plaintext,691946828
124.15385796933352,0,0.0,0,0.0,plaintext,137000193
130.1844024412203,1,0.0,1,0.0,plaintext,473517471
136.414174216779,0,0.0,0,0.0,plaintext,544316410
116.59542722191273,0,0.0,0,4.5854252284685355,plaintext,706544525
130.78437428650398,1,1.0,0,0.0,plaintext,945535519
89.20851953895514,2,0.5,1,0.0,plaintext,446843535
117.18405197832269,0,0.0,0,0.0,plaintext,274830476
118.95733218780579,0,0.0,0,0.0,plaintext,314324025
141.41961082257433,2,0.5,1,0.0,plaintext,430845169
96.00557686212264,0,0.0,0,0.0,plaintext,655871210
115.60856659175813,1,0.0,1,0.0,plaintext,400091173
119.21886695556623,1,0.0,1,0.0,plaintext,185949510
117.92768068285199,1,1.0,0,0.0,plaintext,456495051
110.72338894579902,0,0.0,0,0.0,plaintext,57736030
103.01039491364672,0,0.0,0,0.0,plaintext,190919729
91.63505827717191,1,1.0,0,0.0,plaintext,330103771
107.97446803156362,0,0.0,0,0.0,plaintext,639787084
133.88022508197847,0,0.0,0,0.0,plaintext,967524196
111.07476948412699,0,0.0,0,0.0,plaintext,354418978
155.16775952583032,1,1.0,0,0.0,plaintext,564154521
139.7045685701569,1,1.0,0,0.0,plaintext,877614377
146.38127837288303,0,0.0,0,0.0,plaintext,944662348
127.33055751763735,1,1.0,0,0.0,plaintext,274326663
164.57312874891312,1,1.0,0,0.0,plaintext,284380759
109.92340738722439,0,0.0,0,0.0,plaintext,453008913
94.73051370711545,0,0.0,0,0.0,plaintext,216604335
105.04514444400093,2,0.5,1,0.0,plaintext,219280484
133.7642914578695,0,0.0,0,0.0,plaintext,926765299
99.01882433613187,0,0.0,0,0.0,plaintext,766839762
93.65161391906669,0,0.0,0,0.0,plaintext,492349084
114.39892644697346,2,0.0,2,0.0,plaintext,274888959
150.5483227095977,1,1.0,0,0.0,plaintext,33010888
105.77567878180669,0,0.0,0,3.724194491533703,plaintext,374584053
131.98422084430152,0,0.0,0,0.0,plaintext,700678565
124.78229577198024,0,0.0,0,0.0,plaintext,438033423
152.72403816167818,2,0.5,1,0.0,plaintext,382316428
113.66509252046819,0,0.0,0,0.0,plaintext,968579090
158.86233601699837,0,0.0,0,3.965662472807793,plaintext,214843783
103.43486023293634,1,1.0,0,0.0,plaintext,925394652
108.43629858560686,1,1.0,0,0.0,plaintext,412186052
94.7763009686655,1,1.0,0,0.0,plaintext,363107803
119.59537098225351,1,1.0,0,3.9625128138534973,plaintext,449858227
97.73579773782991,1,1.0,0,0.0,plaintext,633107520
104.59551003023763,1,0.0,1,0.0,plaintext,183299706
100.65271035790741,0,0.0,0,0.0,plaintext,461502985
110.6814509135483,1,1.0,0,0.0,plaintext,789683892
124.12696803119431,1,0.0,1,4.326385206763132,plaintext,120708117
163.90054891111438,0,0.0,0,0.0,plaintext,583251598
98.08505077619446,2,0.5,1,0.0,plaintext,288217866
92.53466179472927,0,0.0,0,0.0,plaintext,535175693
99.85126773133364,1,0.0,1,0.0,plaintext,281903757
94.52318056065285,0,0.0,0,0.0,plaintext,538619429
120.62093061187657,0,0.0,0,0.0,plaintext,460173677
85.93888448776596,0,0.0,0,0.0,plaintext,759408424
78.90927939462529,1,0.0,1,0.0,plaintext,617655519
118.42759748811746,1,1.0,0,0.0,plaintext,313570036
112.24583881609922,1,1.0,0,4.510577174870959,plaintext,691595608
151.19637087214664,0,0.0,0,0.0,plaintext,352621705
145.79947139321644,1,1.0,0,0.0,plaintext,996130212
159.58626081405913,0,0.0,0,0.0,plaintext,655572263
79.3286754666566,0,0.0,0,0.0,plaintext,618534858
101.1759754648111,0,0.0,0,0.0,plaintext,727002109
100.00689138650006,0,0.0,0,0.0,plaintext,956493355
106.2652496145203,0,0.0,0,0.0,plaintext,716496990
106.36309399004864,1,0.0,1,0.0,plaintext,269266579
112.77171768088084,1,0.0,1,0.0,plaintext,466476260
103.82457992188125,0,0.0,0,0.0,plaintext,115181282
114.51907652081114,0,0.0,0,0.0,plaintext,891108879
132.41833657051413,0,0.0,0,0.0,plaintext,89358829
136.31176681445194,0,0.0,0,0.0,plaintext,166916655
134.6700206900257,2,0.0,2,0.0,plaintext,397896395
127.54847536517111,1,1.0,0,0.0,plaintext,334722395
93.78694402761346,0,0.0,0,0.0,plaintext,972230301
121.36898567841449,2,0.5,1,0.0,plaintext,263556670
111.26548196058296,0,0.0,0,0.0,plaintext,189097457
99.4427946032561,0,0.0,0,0.0,plaintext,843949316
127.69002664166362,0,0.0,0,0.0,plaintext,491270105
81.14011796854247,0,0.0,0,0.0,plaintext,109494168
94.71759436974776,0,0.0,0,0.0,plaintext,52029383
105.08458091864145,2,0.5,1,0.0,plaintext,134766379
124.94762269362417,1,0.0,1,3.488469577690719,plaintext,557648462
171.96108254100568,2,0.5,1,0.0,plaintext,15924208
132.4580107088605,0,0.0,0,0.0,plaintext,947280770
106.7488769455976,0,0.0,0,0.0,plaintext,67454259
126.04015626548725,1,1.0,0,0.0,plaintext,319213990
139.67358283139217,0,0.0,0,0.0,plaintext,903001922
130.3932834756098,1,0.0,1,0.0,plaintext,699797273
126.88629372799495,0,0.0,0,0.0,plaintext,700728911
145.13679845720904,2,0.5,1,0.0,plaintext,31610656
130.04961010307454,0,0.0,0,0.0,plaintext,109511890
159.17459353750652,1,0.0,1,0.0,plaintext,822831444
106.20573048163098,1,0.0,1,0.0,plaintext,556761919
110.2597118585284,0,0.0,0,0.0,plaintext,996696074
95.81537809665791,1,1.0,0,0.0,plaintext,132773172
93.98142011559283,0,0.0,0,0.0,plaintext,604062473
130.84902414058737,0,0.0,0,0.0,plaintext,991358730
92.92431654605552,0,0.0,0,0.0,plaintext,571653004
137.61674069540146,0,0.0,0,0.0,plaintext,262083759
103.8715675864094,0,0.0,0,0.0,plaintext,902901359
101.94153463205745,0,0.0,0,0.0,plaintext,902870476
95.1691616038245,0,0.0,0,0.0,plaintext,68180413
104.21075799042804,0,0.0,0,0.0,plaintext,947509507
93.18126405417325,1,1.0,0,0.0,plaintext,713013167
110.04107418417448,0,0.0,0,0.0,plaintext,756617393
119.22315554271641,0,0.0,0,0.0,plaintext,919207278
117.90733180718934,0,0.0,0,0.0,plaintext,667349317
135.00359920117052,2,0.0,2,0.0,plaintext,125701680
96.12761805332035,0,0.0,0,0.0,plaintext,308536746
156.6466647725049,1,0.0,1,0.0,plaintext,782680168
175.73545807342498,3,0.3333333333333333,2,0.0,plaintext,283213731
85.65498928439237,0,0.0,0,0.0,plaintext,349617538
111.41447005686841,1,1.0,0,0.0,plaintext,793052587
125.4753477505265,2,0.5,1,0.0,plaintext,164973335
139.01799286304006,1,1.0,0,3.5357185536330022,plaintext,240601020
117.91356890926048,1,1.0,0,8.488346965827194,plaintext,67791557
119.74072691848845,1,0.0,1,0.0,plaintext,838768470
117.35266515282719,0,0.0,0,0.0,plaintext,978032798
253.19208911655525,1,0.0,1,0.0,plaintext,829612023
124.73128759568662,1,1.0,0,0.0,plaintext,360671123
91.0639020800377,0,0.0,0,0.0,plaintext,741582494
101.88282265052797,0,0.0,0,0.0,plaintext,374259088
138.85181183034163,1,0.0,1,0.0,plaintext,603238916
130.48384882319877,1,1.0,0,0.0,plaintext,270295715
89.38553366272461,0,0.0,0,3.5514568455697426,plaintext,283388119
96.30264879129074,0,0.0,0,0.0,plaintext,102560789
119.96091994135197,2,0.0,2,8.016627665021158,plaintext,469154820
158.48911814340855,0,0.0,0,0.0,plaintext,691519909
114.85063596212743,0,0.0,0,0.0,plaintext,143621174
112.698815266756,1,0.0,1,0.0,plaintext,852876857
92.44880787058793,0,0.0,0,0.0,plaintext,44799168
123.16763313690372,0,0.0,0,0.0,plaintext,266816418
113.93473014600873,0,0.0,0,0.0,plaintext,726226511
116.71683617211107,0,0.0,0,0.0,plaintext,134850090
102.53535644474346,0,0.0,0,0.0,plaintext,475477581
126.20841824182492,0,0.0,0,0.0,plaintext,917069358
157.39505078990967,0,0.0,0,0.0,plaintext,52219841
80.31495323803429,0,0.0,0,0.0,plaintext,189544742
78.32757258014783,0,0.0,0,0.0,plaintext,658133822
114.88977493899618,1,1.0,0,0.0,plaintext,523607556
106.44871090174897,0,0.0,0,4.512282739009752,plaintext,849078917
131.10754959935812,3,0.3333333333333333,2,0.0,plaintext,676336208
103.85749255813789,0,0.0,0,0.0,plaintext,945874783
93.5333396813562,0,0.0,0,0.0,plaintext,367255144
144.04234707629593,1,0.0,1,0.0,plaintext,669337030
131.37639589130322,1,0.0,1,0.0,plaintext,409438353
87.33399542694451,1,0.0,1,0.0,plaintext,446407367
110.17564435292546,0,0.0,0,0.0,plaintext,997726997
119.19090506109652,1,0.0,1,0.0,plaintext,27915232
93.43631107940054,0,0.0,0,0.0,plaintext,178863902
102.15899629944323,1,0.0,1,0.0,plaintext,852396421
84.1229777124045,0,0.0,0,0.0,plaintext,266134352
120.58229339777117,1,1.0,0,4.082343223057411,plaintext,757394746
91.0579067420413,0,0.0,0,0.0,plaintext,645804112
86.38606054553404,0,0.0,0,0.0,plaintext,794737426
88.89126273172317,0,0.0,0,0.0,plaintext,750598177
98.18375201734084,1,0.0,1,0.0,plaintext,815374320
111.04814915473148,0,0.0,0,0.0,plaintext,662208983
115.49015622607033,1,1.0,0,0.0,plaintext,877162405
89.5068677415956,1,1.0,0,0.0,plaintext,472050996
125.23136492819228,0,0.0,0,0.0,plaintext,382199094
118.47454914647568,0,0.0,0,0.0,plaintext,136242102
113.69114733758842,2,0.0,2,0.0,plaintext,826167518
104.17030324377532,1,1.0,0,0.0,plaintext,7673050
95.26273080291918,1,0.0,1,0.0,plaintext,126058863
124.9992174735556,0,0.0,0,0.0,plaintext,612550675
124.77845641974916,1,1.0,0,3.600140131129198,plaintext,958180396
115.23738450887006,0,0.0,0,0.0,plaintext,98468611
112.66478756375713,1,1.0,0,0.0,plaintext,42443258
90.47451534222765,0,0.0,0,0.0,plaintext,273840713
117.46049149101658,2,0.5,1,0.0,plaintext,217709039
103.2785372091836,1,1.0,0,0.0,plaintext,156136075
146.67589935745363,1,1.0,0,0.0,plaintext,362918729
123.0347221952667,1,1.0,0,0.0,plaintext,307494763
95.2141904724355,0,0.0,0,4.217354633782854,plaintext,296689951
109.48473664905575,0,0.0,0,0.0,plaintext,931260574
123.9078079904851,2,1.0,0,0.0,plaintext,65144382
