metric,delta_mean,ci_lower,ci_upper
total_calendar_time,10.43445080543037,8.206734677901215,12.87407556061847
num_rework_cycles,-0.60115,-0.69805,-0.5059999999999999
prop_defects_caught_early,0.08722374999999999,0.04381250000000006,0.1387624999999999
num_late_defects,-0.67285,-0.756,-0.5860000000000001
handover_delay,-1.6907078459424734,-2.0788690485674493,-1.3203131595093063
